value,coordinates,sensor_id,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,summary.min,summary.q02,summary.q25,summary.median,summary.q75,summary.q98,summary.max,summary.avg,summary.sd,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
9.48,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-18T21:00:00Z,2022-06-19T00:00:00+03:00,2022-06-19T21:00:00Z,2022-06-20T00:00:00+03:00,7.060625076293945,7.249650478363037,7.976462364196777,9.57663345336914,10.437735557556152,12.804200172424316,13.237750053405762,9.475881576538086,1.5617291927337646,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-18T22:00:00Z,2022-06-19T01:00:00+03:00,2022-06-19T21:00:00Z,2022-06-20T00:00:00+03:00
11.3,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-19T21:00:00Z,2022-06-20T00:00:00+03:00,2022-06-20T21:00:00Z,2022-06-21T00:00:00+03:00,8.550983428955078,8.676762580871582,9.855833053588867,10.50089168548584,11.918708801269531,16.378389358520508,16.4199161529541,11.261126518249512,2.1113481521606445,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-19T22:00:00Z,2022-06-20T01:00:00+03:00,2022-06-20T21:00:00Z,2022-06-21T00:00:00+03:00
11.2,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-20T21:00:00Z,2022-06-21T00:00:00+03:00,2022-06-21T21:00:00Z,2022-06-22T00:00:00+03:00,8.396533012390137,8.467838287353516,10.527207374572754,11.137611389160156,12.293327331542969,13.405428886413574,13.532388687133789,11.160049438476562,1.4163316488265991,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-20T22:00:00Z,2022-06-21T01:00:00+03:00,2022-06-21T21:00:00Z,2022-06-22T00:00:00+03:00
6.06,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-21T21:00:00Z,2022-06-22T00:00:00+03:00,2022-06-22T21:00:00Z,2022-06-23T00:00:00+03:00,3.7890944480895996,3.8601415157318115,4.469418048858643,5.388111114501953,7.878190040588379,8.486279487609863,8.681194305419922,6.058162212371826,1.7569469213485718,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-21T22:00:00Z,2022-06-22T01:00:00+03:00,2022-06-22T21:00:00Z,2022-06-23T00:00:00+03:00
9.21,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-22T21:00:00Z,2022-06-23T00:00:00+03:00,2022-06-23T21:00:00Z,2022-06-24T00:00:00+03:00,5.80943489074707,6.135666370391846,7.167930603027344,8.878630638122559,10.270997047424316,15.875701904296875,18.228500366210938,9.207398414611816,2.684257984161377,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-22T22:00:00Z,2022-06-23T01:00:00+03:00,2022-06-23T21:00:00Z,2022-06-24T00:00:00+03:00
13.1,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-23T21:00:00Z,2022-06-24T00:00:00+03:00,2022-06-24T21:00:00Z,2022-06-25T00:00:00+03:00,11.332388877868652,11.492366790771484,12.489555358886719,12.917860984802246,13.430874824523926,15.539802551269531,16.574443817138672,13.057608604431152,1.0561842918395996,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-23T22:00:00Z,2022-06-24T01:00:00+03:00,2022-06-24T21:00:00Z,2022-06-25T00:00:00+03:00
16.3,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-24T21:00:00Z,2022-06-25T00:00:00+03:00,2022-06-25T21:00:00Z,2022-06-26T00:00:00+03:00,13.507499694824219,13.641480445861816,14.553250312805176,15.498777389526367,17.227249145507812,22.92477035522461,24.38283348083496,16.28462028503418,2.51065731048584,24,24:00:00,23,23:00:00,96.0,96.0,2022-06-24T22:00:00Z,2022-06-25T01:00:00+03:00,2022-06-25T21:00:00Z,2022-06-26T00:00:00+03:00
13.7,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-25T21:00:00Z,2022-06-26T00:00:00+03:00,2022-06-26T21:00:00Z,2022-06-27T00:00:00+03:00,13.1182222366333,13.123157501220703,13.179916381835938,13.24161148071289,13.974333763122559,14.6484375,14.70705509185791,13.688962936401367,0.8838498592376709,24,24:00:00,3,03:00:00,13.0,13.0,2022-06-25T22:00:00Z,2022-06-26T01:00:00+03:00,2022-06-26T00:00:00Z,2022-06-26T03:00:00+03:00
15.5,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-26T21:00:00Z,2022-06-27T00:00:00+03:00,2022-06-27T21:00:00Z,2022-06-28T00:00:00+03:00,12.241222381591797,12.328633308410645,13.333305358886719,14.268083572387695,14.748222351074219,31.511882781982422,36.500083923339844,15.517377853393555,5.349895000457764,24,24:00:00,21,21:00:00,88.0,88.0,2022-06-27T01:00:00Z,2022-06-27T04:00:00+03:00,2022-06-27T21:00:00Z,2022-06-28T00:00:00+03:00
16.3,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-27T21:00:00Z,2022-06-28T00:00:00+03:00,2022-06-28T21:00:00Z,2022-06-29T00:00:00+03:00,9.028425216674805,9.073125839233398,12.295812606811523,14.824930191040039,18.850326538085938,30.992441177368164,34.318138122558594,16.250993728637695,6.114923000335693,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-27T22:00:00Z,2022-06-28T01:00:00+03:00,2022-06-28T21:00:00Z,2022-06-29T00:00:00+03:00
16.1,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-28T21:00:00Z,2022-06-29T00:00:00+03:00,2022-06-29T21:00:00Z,2022-06-30T00:00:00+03:00,11.961777687072754,11.96430778503418,13.713874816894531,15.844861030578613,18.4470272064209,20.92762565612793,21.39177703857422,16.100828170776367,2.773773431777954,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-28T22:00:00Z,2022-06-29T01:00:00+03:00,2022-06-29T21:00:00Z,2022-06-30T00:00:00+03:00
16.7,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-29T21:00:00Z,2022-06-30T00:00:00+03:00,2022-06-30T21:00:00Z,2022-07-01T00:00:00+03:00,13.35313892364502,13.446978569030762,15.265214920043945,15.587458610534668,16.862951278686523,24.84648895263672,25.699750900268555,16.712730407714844,3.0545408725738525,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-29T22:00:00Z,2022-06-30T01:00:00+03:00,2022-06-30T21:00:00Z,2022-07-01T00:00:00+03:00
17.2,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-06-30T21:00:00Z,2022-07-01T00:00:00+03:00,2022-07-01T21:00:00Z,2022-07-02T00:00:00+03:00,13.798666954040527,14.277974128723145,16.15254783630371,17.195180892944336,17.878013610839844,22.55961036682129,25.84636116027832,17.23419952392578,2.2024991512298584,24,24:00:00,24,24:00:00,100.0,100.0,2022-06-30T22:00:00Z,2022-07-01T01:00:00+03:00,2022-07-01T21:00:00Z,2022-07-02T00:00:00+03:00
17.1,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-01T21:00:00Z,2022-07-02T00:00:00+03:00,2022-07-02T21:00:00Z,2022-07-03T00:00:00+03:00,11.224233627319336,12.665919303894043,15.34316635131836,17.166833877563477,18.746583938598633,21.411239624023438,22.80933380126953,17.1283016204834,2.453430414199829,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-01T22:00:00Z,2022-07-02T01:00:00+03:00,2022-07-02T21:00:00Z,2022-07-03T00:00:00+03:00
19.1,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-02T21:00:00Z,2022-07-03T00:00:00+03:00,2022-07-03T21:00:00Z,2022-07-04T00:00:00+03:00,16.625999450683594,16.774887084960938,17.3700008392334,18.068500518798828,19.44066619873047,26.136566162109375,27.808666229248047,19.064069747924805,2.651946544647217,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-02T22:00:00Z,2022-07-03T01:00:00+03:00,2022-07-03T21:00:00Z,2022-07-04T00:00:00+03:00
20.5,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-03T21:00:00Z,2022-07-04T00:00:00+03:00,2022-07-04T21:00:00Z,2022-07-05T00:00:00+03:00,17.687334060668945,17.74293327331543,19.609500885009766,19.920833587646484,22.13083267211914,23.26653289794922,23.381332397460938,20.529062271118164,1.7250069379806519,24,24:00:00,16,16:00:00,67.0,67.0,2022-07-04T06:00:00Z,2022-07-04T09:00:00+03:00,2022-07-04T21:00:00Z,2022-07-05T00:00:00+03:00
22.5,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-04T21:00:00Z,2022-07-05T00:00:00+03:00,2022-07-05T21:00:00Z,2022-07-06T00:00:00+03:00,15.691333770751953,15.819673538208008,21.35591697692871,23.094165802001953,24.334667205810547,26.149953842163086,26.250999450683594,22.49911117553711,2.7498228549957275,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-04T22:00:00Z,2022-07-05T01:00:00+03:00,2022-07-05T21:00:00Z,2022-07-06T00:00:00+03:00
12.6,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-05T21:00:00Z,2022-07-06T00:00:00+03:00,2022-07-06T21:00:00Z,2022-07-07T00:00:00+03:00,9.815699577331543,9.830635070800781,10.734241485595703,12.071833610534668,13.7301664352417,17.609216690063477,18.39963722229004,12.577780723571777,2.327976703643799,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-05T22:00:00Z,2022-07-06T01:00:00+03:00,2022-07-06T21:00:00Z,2022-07-07T00:00:00+03:00
8.81,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-06T21:00:00Z,2022-07-07T00:00:00+03:00,2022-07-07T21:00:00Z,2022-07-08T00:00:00+03:00,4.401344299316406,4.449163913726807,5.766570091247559,6.812542915344238,11.898979187011719,13.91085147857666,13.951944351196289,8.805957794189453,3.446321964263916,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-06T22:00:00Z,2022-07-07T01:00:00+03:00,2022-07-07T21:00:00Z,2022-07-08T00:00:00+03:00
6.62,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-07T21:00:00Z,2022-07-08T00:00:00+03:00,2022-07-08T21:00:00Z,2022-07-09T00:00:00+03:00,5.251319408416748,5.332833766937256,5.965922832489014,6.329879283905029,6.753640174865723,9.626379013061523,10.466950416564941,6.622505187988281,1.1499388217926025,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-07T22:00:00Z,2022-07-08T01:00:00+03:00,2022-07-08T21:00:00Z,2022-07-09T00:00:00+03:00
8.33,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-08T21:00:00Z,2022-07-09T00:00:00+03:00,2022-07-09T21:00:00Z,2022-07-10T00:00:00+03:00,5.731527805328369,5.924091339111328,7.256076335906982,8.3759765625,9.423507690429688,10.530070304870605,10.623210906982422,8.331378936767578,1.4446258544921875,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-08T22:00:00Z,2022-07-09T01:00:00+03:00,2022-07-09T21:00:00Z,2022-07-10T00:00:00+03:00
8.78,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-09T21:00:00Z,2022-07-10T00:00:00+03:00,2022-07-10T21:00:00Z,2022-07-11T00:00:00+03:00,5.222741603851318,5.235867023468018,6.631707668304443,9.487722396850586,10.810083389282227,11.27706527709961,11.32349967956543,8.782761573791504,2.2924578189849854,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-09T22:00:00Z,2022-07-10T01:00:00+03:00,2022-07-10T21:00:00Z,2022-07-11T00:00:00+03:00
5.21,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-10T21:00:00Z,2022-07-11T00:00:00+03:00,2022-07-11T21:00:00Z,2022-07-12T00:00:00+03:00,4.180694580078125,4.190180778503418,4.754899978637695,5.075063705444336,5.650260925292969,6.6907057762146,6.696138858795166,5.211619853973389,0.7617194652557373,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-10T22:00:00Z,2022-07-11T01:00:00+03:00,2022-07-11T21:00:00Z,2022-07-12T00:00:00+03:00
4.95,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-11T21:00:00Z,2022-07-12T00:00:00+03:00,2022-07-12T21:00:00Z,2022-07-13T00:00:00+03:00,2.547450065612793,2.7602126598358154,4.284665107727051,4.960633277893066,5.573159694671631,7.142070293426514,7.451924800872803,4.951697826385498,1.1909964084625244,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-11T22:00:00Z,2022-07-12T01:00:00+03:00,2022-07-12T21:00:00Z,2022-07-13T00:00:00+03:00
5.79,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-12T21:00:00Z,2022-07-13T00:00:00+03:00,2022-07-13T21:00:00Z,2022-07-14T00:00:00+03:00,3.8222944736480713,3.868215322494507,4.4202375411987305,5.517372131347656,6.768795967102051,9.980908393859863,10.621199607849121,5.78713321685791,1.6885859966278076,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-12T22:00:00Z,2022-07-13T01:00:00+03:00,2022-07-13T21:00:00Z,2022-07-14T00:00:00+03:00
7.19,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-13T21:00:00Z,2022-07-14T00:00:00+03:00,2022-07-14T21:00:00Z,2022-07-15T00:00:00+03:00,4.1677775382995605,4.176022052764893,6.021666526794434,7.435133457183838,8.142777442932129,10.089086532592773,10.249838829040527,7.1910271644592285,1.721184492111206,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-13T22:00:00Z,2022-07-14T01:00:00+03:00,2022-07-14T21:00:00Z,2022-07-15T00:00:00+03:00
9.82,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-14T21:00:00Z,2022-07-15T00:00:00+03:00,2022-07-15T21:00:00Z,2022-07-16T00:00:00+03:00,6.894289016723633,7.077016353607178,8.155793190002441,9.276139259338379,11.540955543518066,14.514130592346191,14.582769393920898,9.815690040588379,2.1557459831237793,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-14T22:00:00Z,2022-07-15T01:00:00+03:00,2022-07-15T21:00:00Z,2022-07-16T00:00:00+03:00
9.33,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-15T21:00:00Z,2022-07-16T00:00:00+03:00,2022-07-16T21:00:00Z,2022-07-17T00:00:00+03:00,4.835400104522705,4.867825031280518,7.7866387367248535,10.096383094787598,10.640152931213379,12.217302322387695,12.397110939025879,9.32979679107666,2.1850035190582275,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-15T22:00:00Z,2022-07-16T01:00:00+03:00,2022-07-16T21:00:00Z,2022-07-17T00:00:00+03:00
7.36,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-16T21:00:00Z,2022-07-17T00:00:00+03:00,2022-07-17T21:00:00Z,2022-07-18T00:00:00+03:00,3.816408395767212,3.965076446533203,5.514293670654297,8.29355525970459,8.89106559753418,9.709601402282715,9.80864429473877,7.359274387359619,2.0127594470977783,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-16T22:00:00Z,2022-07-17T01:00:00+03:00,2022-07-17T21:00:00Z,2022-07-18T00:00:00+03:00
8.53,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-17T21:00:00Z,2022-07-18T00:00:00+03:00,2022-07-18T21:00:00Z,2022-07-19T00:00:00+03:00,4.27002477645874,4.270864486694336,5.3509416580200195,5.888991832733154,7.585129261016846,31.93186378479004,45.43733215332031,8.529684066772461,8.500198364257812,24,24:00:00,23,23:00:00,96.0,96.0,2022-07-17T22:00:00Z,2022-07-18T01:00:00+03:00,2022-07-18T21:00:00Z,2022-07-19T00:00:00+03:00
10.8,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-18T21:00:00Z,2022-07-19T00:00:00+03:00,2022-07-19T21:00:00Z,2022-07-20T00:00:00+03:00,7.672608375549316,7.693888187408447,8.34399127960205,9.759333610534668,10.548999786376953,19.763782501220703,22.19391632080078,10.829526901245117,3.650820016860962,24,24:00:00,21,21:00:00,88.0,88.0,2022-07-18T22:00:00Z,2022-07-19T01:00:00+03:00,2022-07-19T21:00:00Z,2022-07-20T00:00:00+03:00
12.2,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-19T21:00:00Z,2022-07-20T00:00:00+03:00,2022-07-20T21:00:00Z,2022-07-21T00:00:00+03:00,8.001424789428711,8.21426010131836,10.021629333496094,11.239999771118164,12.528136253356934,21.998336791992188,24.01766586303711,12.160279273986816,3.7386929988861084,24,24:00:00,19,19:00:00,79.0,79.0,2022-07-19T22:00:00Z,2022-07-20T01:00:00+03:00,2022-07-20T21:00:00Z,2022-07-21T00:00:00+03:00
10.8,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-20T21:00:00Z,2022-07-21T00:00:00+03:00,2022-07-21T21:00:00Z,2022-07-22T00:00:00+03:00,9.527458190917969,9.540334701538086,9.987899780273438,10.396499633789062,10.991312026977539,14.340270042419434,14.34433364868164,10.755523681640625,1.3006911277770996,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-20T22:00:00Z,2022-07-21T01:00:00+03:00,2022-07-21T21:00:00Z,2022-07-22T00:00:00+03:00
11.0,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-21T21:00:00Z,2022-07-22T00:00:00+03:00,2022-07-22T21:00:00Z,2022-07-23T00:00:00+03:00,9.085808753967285,9.157085418701172,10.013630867004395,10.406733512878418,10.782541275024414,16.2539005279541,17.46216583251953,10.977792739868164,1.9754189252853394,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-21T22:00:00Z,2022-07-22T01:00:00+03:00,2022-07-22T21:00:00Z,2022-07-23T00:00:00+03:00
15.2,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-24T21:00:00Z,2022-07-25T00:00:00+03:00,2022-07-25T21:00:00Z,2022-07-26T00:00:00+03:00,13.522222518920898,13.576329231262207,14.040888786315918,14.781888961791992,15.694555282592773,18.4326171875,18.833444595336914,15.151308059692383,1.4924840927124023,24,24:00:00,13,13:00:00,54.0,54.0,2022-07-25T08:00:00Z,2022-07-25T11:00:00+03:00,2022-07-25T20:00:00Z,2022-07-25T23:00:00+03:00
14.0,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-26T21:00:00Z,2022-07-27T00:00:00+03:00,2022-07-27T21:00:00Z,2022-07-28T00:00:00+03:00,6.7713775634765625,6.8181376457214355,9.046844482421875,13.288777351379395,18.746889114379883,24.30804443359375,25.185333251953125,14.014644622802734,5.988517761230469,24,24:00:00,21,21:00:00,88.0,88.0,2022-07-27T01:00:00Z,2022-07-27T04:00:00+03:00,2022-07-27T21:00:00Z,2022-07-28T00:00:00+03:00
12.1,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-27T21:00:00Z,2022-07-28T00:00:00+03:00,2022-07-28T21:00:00Z,2022-07-29T00:00:00+03:00,11.034455299377441,11.043139457702637,11.180832862854004,12.242388725280762,12.699333190917969,13.698126792907715,14.068222045898438,12.109060287475586,0.8479578495025635,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-27T22:00:00Z,2022-07-28T01:00:00+03:00,2022-07-28T21:00:00Z,2022-07-29T00:00:00+03:00
11.7,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-28T21:00:00Z,2022-07-29T00:00:00+03:00,2022-07-29T21:00:00Z,2022-07-30T00:00:00+03:00,9.786855697631836,9.952409744262695,10.90827465057373,11.790055274963379,12.365833282470703,13.763364791870117,14.291444778442383,11.710090637207031,1.095314383506775,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-28T22:00:00Z,2022-07-29T01:00:00+03:00,2022-07-29T21:00:00Z,2022-07-30T00:00:00+03:00
11.5,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-29T21:00:00Z,2022-07-30T00:00:00+03:00,2022-07-30T21:00:00Z,2022-07-31T00:00:00+03:00,7.914172172546387,7.964203834533691,10.882513999938965,11.85634708404541,12.163527488708496,14.519960403442383,15.142416954040527,11.548238754272461,1.6752159595489502,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-29T22:00:00Z,2022-07-30T01:00:00+03:00,2022-07-30T21:00:00Z,2022-07-31T00:00:00+03:00
4.98,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-30T21:00:00Z,2022-07-31T00:00:00+03:00,2022-07-31T21:00:00Z,2022-08-01T00:00:00+03:00,4.102997303009033,4.161683559417725,4.734518527984619,4.9581804275512695,5.3915696144104,5.640753746032715,5.6557111740112305,4.978511333465576,0.5663475394248962,24,24:00:00,6,06:00:00,25.0,25.0,2022-07-31T16:00:00Z,2022-07-31T19:00:00+03:00,2022-07-31T21:00:00Z,2022-08-01T00:00:00+03:00
4.69,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-07-31T21:00:00Z,2022-08-01T00:00:00+03:00,2022-08-01T21:00:00Z,2022-08-02T00:00:00+03:00,2.936377763748169,2.9928338527679443,3.6696181297302246,4.669001579284668,5.664226531982422,6.681121826171875,7.047760963439941,4.692470550537109,1.2081900835037231,24,24:00:00,24,24:00:00,100.0,100.0,2022-07-31T22:00:00Z,2022-08-01T01:00:00+03:00,2022-08-01T21:00:00Z,2022-08-02T00:00:00+03:00
6.03,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-01T21:00:00Z,2022-08-02T00:00:00+03:00,2022-08-02T21:00:00Z,2022-08-03T00:00:00+03:00,3.97457218170166,4.072495937347412,4.86227560043335,6.173661231994629,6.6706013679504395,8.266607284545898,8.427530288696289,6.03012228012085,1.2690192461013794,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-01T22:00:00Z,2022-08-02T01:00:00+03:00,2022-08-02T21:00:00Z,2022-08-03T00:00:00+03:00
8.47,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-02T21:00:00Z,2022-08-03T00:00:00+03:00,2022-08-03T21:00:00Z,2022-08-04T00:00:00+03:00,4.560016632080078,4.923391342163086,7.238986968994141,8.484333038330078,9.326359748840332,13.918726921081543,15.064743995666504,8.465140342712402,2.217104911804199,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-02T22:00:00Z,2022-08-03T01:00:00+03:00,2022-08-03T21:00:00Z,2022-08-04T00:00:00+03:00
9.91,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-03T21:00:00Z,2022-08-04T00:00:00+03:00,2022-08-04T21:00:00Z,2022-08-05T00:00:00+03:00,7.319847106933594,7.461245059967041,8.663496017456055,9.081832885742188,9.758502960205078,17.081710815429688,18.48550033569336,9.914129257202148,2.543717622756958,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-03T22:00:00Z,2022-08-04T01:00:00+03:00,2022-08-04T21:00:00Z,2022-08-05T00:00:00+03:00
12.9,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-04T21:00:00Z,2022-08-05T00:00:00+03:00,2022-08-05T21:00:00Z,2022-08-06T00:00:00+03:00,8.983033180236816,9.121447563171387,10.017216682434082,11.354416847229004,12.179666519165039,30.06360626220703,30.471166610717773,12.94273853302002,5.606820583343506,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-04T22:00:00Z,2022-08-05T01:00:00+03:00,2022-08-05T21:00:00Z,2022-08-06T00:00:00+03:00
12.1,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-05T21:00:00Z,2022-08-06T00:00:00+03:00,2022-08-06T21:00:00Z,2022-08-07T00:00:00+03:00,8.485949516296387,8.84272575378418,10.48878288269043,11.500666618347168,12.40987491607666,20.97480583190918,23.040666580200195,12.119636535644531,3.117380380630493,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-05T22:00:00Z,2022-08-06T01:00:00+03:00,2022-08-06T21:00:00Z,2022-08-07T00:00:00+03:00
12.0,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-06T21:00:00Z,2022-08-07T00:00:00+03:00,2022-08-07T21:00:00Z,2022-08-08T00:00:00+03:00,10.133132934570312,10.187298774719238,10.769253730773926,11.622166633605957,12.684333801269531,16.549985885620117,18.78849983215332,12.017999649047852,1.8496054410934448,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-06T22:00:00Z,2022-08-07T01:00:00+03:00,2022-08-07T21:00:00Z,2022-08-08T00:00:00+03:00
12.2,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-07T21:00:00Z,2022-08-08T00:00:00+03:00,2022-08-08T21:00:00Z,2022-08-09T00:00:00+03:00,9.835350036621094,9.89419937133789,10.836370468139648,11.738499641418457,12.616958618164062,16.642717361450195,16.90683364868164,12.162981986999512,1.9275782108306885,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-07T22:00:00Z,2022-08-08T01:00:00+03:00,2022-08-08T21:00:00Z,2022-08-09T00:00:00+03:00
12.5,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-08T21:00:00Z,2022-08-09T00:00:00+03:00,2022-08-09T21:00:00Z,2022-08-10T00:00:00+03:00,10.42650032043457,10.484000205993652,11.662771224975586,12.439791679382324,13.404500007629395,14.721720695495605,15.331999778747559,12.51813793182373,1.282422661781311,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-08T22:00:00Z,2022-08-09T01:00:00+03:00,2022-08-09T21:00:00Z,2022-08-10T00:00:00+03:00
12.7,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-09T21:00:00Z,2022-08-10T00:00:00+03:00,2022-08-10T21:00:00Z,2022-08-11T00:00:00+03:00,9.55620002746582,9.85207748413086,11.001771926879883,11.718277931213379,12.443303108215332,25.031644821166992,33.12116622924805,12.716493606567383,4.540872573852539,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-09T22:00:00Z,2022-08-10T01:00:00+03:00,2022-08-10T21:00:00Z,2022-08-11T00:00:00+03:00
8.35,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-10T21:00:00Z,2022-08-11T00:00:00+03:00,2022-08-11T21:00:00Z,2022-08-12T00:00:00+03:00,4.549727916717529,4.846564292907715,7.960264205932617,8.696873664855957,9.319123268127441,9.980838775634766,10.0024995803833,8.353096961975098,1.4934767484664917,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-10T22:00:00Z,2022-08-11T01:00:00+03:00,2022-08-11T21:00:00Z,2022-08-12T00:00:00+03:00
9.87,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-11T21:00:00Z,2022-08-12T00:00:00+03:00,2022-08-12T21:00:00Z,2022-08-13T00:00:00+03:00,8.048174858093262,8.171180725097656,8.6420259475708,8.968779563903809,10.283614158630371,15.31903076171875,17.0217227935791,9.869821548461914,1.991652250289917,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-11T22:00:00Z,2022-08-12T01:00:00+03:00,2022-08-12T21:00:00Z,2022-08-13T00:00:00+03:00
14.1,,1853210,False,2,pm25,µg/m³,,1day,24:00:00,2022-08-12T21:00:00Z,2022-08-13T00:00:00+03:00,2022-08-13T21:00:00Z,2022-08-14T00:00:00+03:00,9.073236465454102,9.079327583312988,11.707468032836914,13.188875198364258,14.711430549621582,27.07724380493164,27.830110549926758,14.070464134216309,4.456610202789307,24,24:00:00,24,24:00:00,100.0,100.0,2022-08-12T22:00:00Z,2022-08-13T01:00:00+03:00,2022-08-13T21:00:00Z,2022-08-14T00:00:00+03:00
