value,coordinates,sensor_id,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,summary.min,summary.q02,summary.q25,summary.median,summary.q75,summary.q98,summary.max,summary.avg,summary.sd,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
1.77,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-07T04:00:00Z,2024-09-07T00:00:00-04:00,2024-09-08T04:00:00Z,2024-09-08T00:00:00-04:00,0.5812500057121118,0.5956250054265062,0.7822916690881053,1.3145833363135655,1.4984374766548476,5.71145833770434,6.0708333651224775,1.7719618072215881,0.3460755897614627,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-07T05:00:00Z,2024-09-07T01:00:00-04:00,2024-09-08T04:00:00Z,2024-09-08T00:00:00-04:00
3.18,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-08T04:00:00Z,2024-09-08T00:00:00-04:00,2024-09-09T04:00:00Z,2024-09-09T00:00:00-04:00,1.7395833134651184,1.7491666513681412,2.6359374920527143,3.411458323399226,3.8442708551883698,4.220291676123937,4.297916670640309,3.1849826301137605,0.8926212640711653,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-08T05:00:00Z,2024-09-08T01:00:00-04:00,2024-09-09T04:00:00Z,2024-09-09T00:00:00-04:00
4.65,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-09T04:00:00Z,2024-09-09T00:00:00-04:00,2024-09-10T04:00:00Z,2024-09-10T00:00:00-04:00,3.0770833492279053,3.192583335240682,4.001041620969772,4.254166702429454,5.419791658719381,6.777666694323221,6.9729167222976685,4.649637668029122,0.8203353249916746,24,24:00:00,23,23:00:00,96.0,96.0,2024-09-09T05:00:00Z,2024-09-09T01:00:00-04:00,2024-09-10T04:00:00Z,2024-09-10T00:00:00-04:00
10.9,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-10T04:00:00Z,2024-09-10T00:00:00-04:00,2024-09-11T04:00:00Z,2024-09-11T00:00:00-04:00,6.666666626930237,6.893291673660278,9.441666702429453,10.1875,11.784895916779837,17.03487500826518,17.168749968210857,10.858428059202252,1.5570842136737997,24,24:00:00,22,22:00:00,92.0,92.0,2024-09-10T05:00:00Z,2024-09-10T01:00:00-04:00,2024-09-11T04:00:00Z,2024-09-11T00:00:00-04:00
15.3,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-11T04:00:00Z,2024-09-11T00:00:00-04:00,2024-09-12T04:00:00Z,2024-09-12T00:00:00-04:00,9.40208331743876,9.575333344141642,11.253645817438763,15.04895830154419,18.203645825386047,22.673249896367388,23.46249993642171,15.313446973309373,4.8575342556734284,24,24:00:00,22,22:00:00,92.0,92.0,2024-09-11T05:00:00Z,2024-09-11T01:00:00-04:00,2024-09-12T04:00:00Z,2024-09-12T00:00:00-04:00
19.1,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-12T04:00:00Z,2024-09-12T00:00:00-04:00,2024-09-13T04:00:00Z,2024-09-13T00:00:00-04:00,10.34166669845581,10.447500038146973,13.4375,17.702083587646484,22.854166507720947,33.67625013987223,33.952083587646484,19.05605161000812,7.626184391984466,24,24:00:00,21,21:00:00,88.0,88.0,2024-09-12T05:00:00Z,2024-09-12T01:00:00-04:00,2024-09-13T04:00:00Z,2024-09-13T00:00:00-04:00
14.7,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-13T04:00:00Z,2024-09-13T00:00:00-04:00,2024-09-14T04:00:00Z,2024-09-14T00:00:00-04:00,8.202083349227905,8.324000058174134,10.027083377043406,12.805208325386047,17.158854146798454,25.302458200454712,25.333333333333332,14.653124986092251,6.754802424722592,24,24:00:00,20,20:00:00,83.0,83.0,2024-09-13T05:00:00Z,2024-09-13T01:00:00-04:00,2024-09-14T04:00:00Z,2024-09-14T00:00:00-04:00
12.3,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-14T04:00:00Z,2024-09-14T00:00:00-04:00,2024-09-15T04:00:00Z,2024-09-15T00:00:00-04:00,6.604166666666667,6.721083340644837,8.868750125169754,12.266666730244953,16.162499805291493,17.242583379745483,17.37291669845581,12.283333339624933,4.252402074651368,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-14T05:00:00Z,2024-09-14T01:00:00-04:00,2024-09-15T04:00:00Z,2024-09-15T00:00:00-04:00
13.0,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-15T04:00:00Z,2024-09-15T00:00:00-04:00,2024-09-16T04:00:00Z,2024-09-16T00:00:00-04:00,5.164583325386047,5.251791662375132,8.268750011920929,13.890625039736431,17.45572908719381,20.373791774113972,20.44375006357829,12.974479150440956,4.598265245625022,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-15T05:00:00Z,2024-09-15T01:00:00-04:00,2024-09-16T04:00:00Z,2024-09-16T00:00:00-04:00
17.1,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-16T04:00:00Z,2024-09-16T00:00:00-04:00,2024-09-17T04:00:00Z,2024-09-17T00:00:00-04:00,13.493750174840292,13.843541768391928,15.363020817438763,16.47083330154419,18.356770992279053,21.07845850944519,21.15416685740153,17.079166736867695,2.2718930579272154,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-16T05:00:00Z,2024-09-16T01:00:00-04:00,2024-09-17T04:00:00Z,2024-09-17T00:00:00-04:00
12.9,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-17T04:00:00Z,2024-09-17T00:00:00-04:00,2024-09-18T04:00:00Z,2024-09-18T00:00:00-04:00,3.23541667064031,3.4970416724681854,6.99843751390775,9.524999996026356,21.416666587193806,23.78179169336955,23.99166663487752,12.870138888557753,8.296377790104145,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-17T05:00:00Z,2024-09-17T01:00:00-04:00,2024-09-18T04:00:00Z,2024-09-18T00:00:00-04:00
11.5,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-18T04:00:00Z,2024-09-18T00:00:00-04:00,2024-09-19T04:00:00Z,2024-09-19T00:00:00-04:00,5.756249984105428,5.7581666580835975,7.841666728258133,11.453819473584492,15.04322902361552,18.292499990463256,18.58958339691162,11.508883097933397,4.50313636414714,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-18T05:00:00Z,2024-09-18T01:00:00-04:00,2024-09-19T04:00:00Z,2024-09-19T00:00:00-04:00
11.6,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-19T04:00:00Z,2024-09-19T00:00:00-04:00,2024-09-20T04:00:00Z,2024-09-20T00:00:00-04:00,4.618750015894572,4.680083327293396,6.248437513907751,8.828124980131786,16.561458190282185,21.32406944910685,22.483333269755047,11.553790522946253,5.94068648560132,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-19T05:00:00Z,2024-09-19T01:00:00-04:00,2024-09-20T04:00:00Z,2024-09-20T00:00:00-04:00
12.3,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-20T04:00:00Z,2024-09-20T00:00:00-04:00,2024-09-21T04:00:00Z,2024-09-21T00:00:00-04:00,7.789583404858907,7.910333371957143,10.502604166666666,11.93541669845581,14.825520873069763,17.215583271980282,18.18541653951009,12.308940968579718,2.433174624555468,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-20T05:00:00Z,2024-09-20T01:00:00-04:00,2024-09-21T04:00:00Z,2024-09-21T00:00:00-04:00
12.8,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-21T04:00:00Z,2024-09-21T00:00:00-04:00,2024-09-22T04:00:00Z,2024-09-22T00:00:00-04:00,4.391666690508525,4.4070000274976096,5.172395845254262,14.487499992052715,16.224479118982952,27.734541621208184,32.887499888738,12.846903953287338,6.458446528022508,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-21T05:00:00Z,2024-09-21T01:00:00-04:00,2024-09-22T04:00:00Z,2024-09-22T00:00:00-04:00
9.25,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-22T04:00:00Z,2024-09-22T00:00:00-04:00,2024-09-23T04:00:00Z,2024-09-23T00:00:00-04:00,5.035416642824809,5.2107916537920635,7.174479226271312,8.567013879617054,11.735937476158142,16.496958359082534,19.564583381017048,9.253240760829712,3.57737457777001,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-22T05:00:00Z,2024-09-22T01:00:00-04:00,2024-09-23T04:00:00Z,2024-09-23T00:00:00-04:00
7.43,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-23T04:00:00Z,2024-09-23T00:00:00-04:00,2024-09-24T04:00:00Z,2024-09-24T00:00:00-04:00,1.9937499662240346,2.3167083205779395,3.416145831346512,6.102083345254263,10.528124888737995,17.684916647275287,18.206250031789143,7.430989566776489,5.32638993074521,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-23T05:00:00Z,2024-09-23T01:00:00-04:00,2024-09-24T04:00:00Z,2024-09-24T00:00:00-04:00
11.8,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-24T04:00:00Z,2024-09-24T00:00:00-04:00,2024-09-25T04:00:00Z,2024-09-25T00:00:00-04:00,0.02222222276031971,0.21900000023345154,5.047395810484886,11.144791702429455,16.56354163090388,27.043083140055337,27.75416644414266,11.79858218278322,8.587932409117174,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-24T05:00:00Z,2024-09-24T01:00:00-04:00,2024-09-25T04:00:00Z,2024-09-25T00:00:00-04:00
7.87,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-25T04:00:00Z,2024-09-25T00:00:00-04:00,2024-09-26T04:00:00Z,2024-09-26T00:00:00-04:00,2.9583333333333335,3.066625001827876,5.106250057617824,7.326388855775198,9.785937468210856,15.362291644414267,15.683333237965902,7.869907400674291,3.9236989778153206,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-25T05:00:00Z,2024-09-25T01:00:00-04:00,2024-09-26T04:00:00Z,2024-09-26T00:00:00-04:00
7.01,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-26T04:00:00Z,2024-09-26T00:00:00-04:00,2024-09-27T04:00:00Z,2024-09-27T00:00:00-04:00,4.9354166984558105,4.947874987920125,5.401041676600775,6.193750003973642,7.74947922428449,11.098708410263061,11.335416714350382,7.009519691268604,2.062602089155887,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-26T05:00:00Z,2024-09-26T01:00:00-04:00,2024-09-27T04:00:00Z,2024-09-27T00:00:00-04:00
5.51,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-27T04:00:00Z,2024-09-27T00:00:00-04:00,2024-09-28T04:00:00Z,2024-09-28T00:00:00-04:00,3.1923611164093018,3.27062500834465,5.171874990065893,5.649999976158142,5.945312480131785,7.757166711489359,8.079166769981384,5.505237264765634,1.2921439338065663,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-27T05:00:00Z,2024-09-27T01:00:00-04:00,2024-09-28T04:00:00Z,2024-09-28T00:00:00-04:00
5.19,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-28T04:00:00Z,2024-09-28T00:00:00-04:00,2024-09-29T04:00:00Z,2024-09-29T00:00:00-04:00,2.95208332935969,3.26449999054273,4.143749992052713,5.066666622956594,5.711458295583725,8.435000029404957,8.981250047683716,5.194791663852004,0.9142207611332657,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-28T05:00:00Z,2024-09-28T01:00:00-04:00,2024-09-29T04:00:00Z,2024-09-29T00:00:00-04:00
12.1,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-29T04:00:00Z,2024-09-29T00:00:00-04:00,2024-09-30T04:00:00Z,2024-09-30T00:00:00-04:00,9.24791677792867,9.252708408037822,10.11041659116745,11.009027759234112,13.271874904632568,18.78070831298828,19.177777767181396,12.071151600943672,3.059967909302499,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-29T05:00:00Z,2024-09-29T01:00:00-04:00,2024-09-30T04:00:00Z,2024-09-30T00:00:00-04:00
7.96,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-09-30T04:00:00Z,2024-09-30T00:00:00-04:00,2024-10-01T04:00:00Z,2024-10-01T00:00:00-04:00,3.1416666309038797,3.211624975204468,6.783854097127914,8.303125063578289,10.380208293596903,11.988291711807252,12.12916668256124,7.960937513245476,2.6971624307126163,24,24:00:00,24,24:00:00,100.0,100.0,2024-09-30T05:00:00Z,2024-09-30T01:00:00-04:00,2024-10-01T04:00:00Z,2024-10-01T00:00:00-04:00
8.11,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-01T04:00:00Z,2024-10-01T00:00:00-04:00,2024-10-02T04:00:00Z,2024-10-02T00:00:00-04:00,1.4104166626930237,1.5100833257039388,6.047916700442633,8.869791805744171,10.88281253973643,13.401541633605957,13.62291661898295,8.10824654168553,2.549096883738655,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-01T05:00:00Z,2024-10-01T01:00:00-04:00,2024-10-02T04:00:00Z,2024-10-02T00:00:00-04:00
4.28,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-02T04:00:00Z,2024-10-02T00:00:00-04:00,2024-10-03T04:00:00Z,2024-10-03T00:00:00-04:00,1.3874999980131786,1.4181666674216589,2.2666666557391486,4.335416624943415,4.9541666607062025,12.335458085139587,15.606249570846558,4.2752314532796545,3.1960010020226215,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-02T05:00:00Z,2024-10-02T01:00:00-04:00,2024-10-03T04:00:00Z,2024-10-03T00:00:00-04:00
6.67,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-03T04:00:00Z,2024-10-03T00:00:00-04:00,2024-10-04T04:00:00Z,2024-10-04T00:00:00-04:00,3.075000007947286,3.1286666782697043,3.820312485098839,5.470833321412405,8.282291730244955,15.190333298047385,15.22291668256124,6.6749710722102025,4.119295193632726,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-03T05:00:00Z,2024-10-03T01:00:00-04:00,2024-10-04T04:00:00Z,2024-10-04T00:00:00-04:00
11.0,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-04T04:00:00Z,2024-10-04T00:00:00-04:00,2024-10-05T04:00:00Z,2024-10-05T00:00:00-04:00,7.506249984105428,7.868499995072683,8.716145733992258,9.78541664282481,13.198437492052713,16.02058338960012,16.08958339691162,11.037500007285013,2.3094808752235205,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-04T05:00:00Z,2024-10-04T01:00:00-04:00,2024-10-05T04:00:00Z,2024-10-05T00:00:00-04:00
9.4,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-05T04:00:00Z,2024-10-05T00:00:00-04:00,2024-10-06T04:00:00Z,2024-10-06T00:00:00-04:00,3.4916666547457376,3.5478749986489615,4.197916706403096,7.572916706403096,12.720312555631,24.666458518505113,30.362500230471294,9.39968752960364,4.73317972660597,24,24:00:00,20,20:00:00,83.0,83.0,2024-10-05T05:00:00Z,2024-10-05T01:00:00-04:00,2024-10-06T04:00:00Z,2024-10-06T00:00:00-04:00
13.1,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-06T04:00:00Z,2024-10-06T00:00:00-04:00,2024-10-07T04:00:00Z,2024-10-07T00:00:00-04:00,0.2395833389212688,0.442083336909612,11.045833309491476,12.583333253860474,15.534374972184498,31.966499977111816,32.71875,13.062317250884679,5.4364562823628315,24,24:00:00,19,19:00:00,79.0,79.0,2024-10-06T05:00:00Z,2024-10-06T01:00:00-04:00,2024-10-07T04:00:00Z,2024-10-07T00:00:00-04:00
0.707,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-07T04:00:00Z,2024-10-07T00:00:00-04:00,2024-10-08T04:00:00Z,2024-10-08T00:00:00-04:00,0.041666667287548385,0.05316666774451733,0.24270833780368167,0.336458339355886,0.7748263912896315,2.5274999876817064,2.811805546283722,0.7074074076954275,0.4275410495525436,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-07T05:00:00Z,2024-10-07T01:00:00-04:00,2024-10-08T04:00:00Z,2024-10-08T00:00:00-04:00
3.84,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-08T04:00:00Z,2024-10-08T00:00:00-04:00,2024-10-09T04:00:00Z,2024-10-09T00:00:00-04:00,1.4520833492279053,1.5047916825612386,2.495833322405815,3.1312500039736433,5.441145867109299,7.501625011761983,7.5562500556310015,3.8371527828276157,1.9334279451964136,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-08T05:00:00Z,2024-10-08T01:00:00-04:00,2024-10-09T04:00:00Z,2024-10-09T00:00:00-04:00
2.95,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-09T04:00:00Z,2024-10-09T00:00:00-04:00,2024-10-10T04:00:00Z,2024-10-10T00:00:00-04:00,1.668749988079071,1.6706666574875515,1.797395832836628,2.5187500069538755,3.7432291905085244,6.565375008781748,7.808333317438762,2.9489583360652127,0.8830035025512142,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-09T05:00:00Z,2024-10-09T01:00:00-04:00,2024-10-10T04:00:00Z,2024-10-10T00:00:00-04:00
4.12,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-10T04:00:00Z,2024-10-10T00:00:00-04:00,2024-10-11T04:00:00Z,2024-10-11T00:00:00-04:00,0.19583333594103655,0.2542916709308823,1.0119791620721421,3.042708357175191,6.681770831346512,11.145291764736173,12.660416841506958,4.1203125075747575,3.7800202128777096,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-10T05:00:00Z,2024-10-10T01:00:00-04:00,2024-10-11T04:00:00Z,2024-10-11T00:00:00-04:00
4.97,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-11T04:00:00Z,2024-10-11T00:00:00-04:00,2024-10-12T04:00:00Z,2024-10-12T00:00:00-04:00,1.1562500198682149,1.2338750075300533,2.7937500153978667,4.673958281675974,6.601562490065892,9.662833425203958,9.714583476384481,4.9732928476813765,1.7894626305267682,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-11T05:00:00Z,2024-10-11T01:00:00-04:00,2024-10-12T04:00:00Z,2024-10-12T00:00:00-04:00
10.3,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-12T04:00:00Z,2024-10-12T00:00:00-04:00,2024-10-13T04:00:00Z,2024-10-13T00:00:00-04:00,4.429166654745738,4.878625011841456,8.549479176600773,10.206250111262003,12.367187599341076,15.504708466529847,15.81041677792867,10.335329893148607,3.2659525305286947,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-12T05:00:00Z,2024-10-12T01:00:00-04:00,2024-10-13T04:00:00Z,2024-10-13T00:00:00-04:00
14.1,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-13T04:00:00Z,2024-10-13T00:00:00-04:00,2024-10-14T04:00:00Z,2024-10-14T00:00:00-04:00,1.3375000059604645,1.8387083411216736,5.763368050257365,15.007291714350382,18.145312388738,34.51508317629496,35.47916634877523,14.077459472748968,9.328781918827145,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-13T05:00:00Z,2024-10-13T01:00:00-04:00,2024-10-14T04:00:00Z,2024-10-14T00:00:00-04:00
1.07,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-14T04:00:00Z,2024-10-14T00:00:00-04:00,2024-10-15T04:00:00Z,2024-10-15T00:00:00-04:00,0.0,0.0,0.008333333457509676,0.2538194473211964,1.4005208287077646,4.666291662454604,4.889583349227905,1.0655671268339373,0.449710702351905,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-14T05:00:00Z,2024-10-14T01:00:00-04:00,2024-10-15T04:00:00Z,2024-10-15T00:00:00-04:00
1.71,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-15T04:00:00Z,2024-10-15T00:00:00-04:00,2024-10-16T04:00:00Z,2024-10-16T00:00:00-04:00,0.381250003973643,0.38987500488758087,0.6723958319053054,1.169791673620542,1.8947916651765506,5.157458333969116,5.231250007947286,1.7131655115841165,1.577384792658896,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-15T05:00:00Z,2024-10-15T01:00:00-04:00,2024-10-16T04:00:00Z,2024-10-16T00:00:00-04:00
0.718,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-16T04:00:00Z,2024-10-16T00:00:00-04:00,2024-10-17T04:00:00Z,2024-10-17T00:00:00-04:00,0.12083333606521289,0.15150000290324292,0.3552083407218258,0.5635416756073633,0.7697916614512603,2.9598333309094103,3.36041667064031,0.71831597504206,0.2394227243030734,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-16T05:00:00Z,2024-10-16T01:00:00-04:00,2024-10-17T04:00:00Z,2024-10-17T00:00:00-04:00
7.38,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-17T04:00:00Z,2024-10-17T00:00:00-04:00,2024-10-18T04:00:00Z,2024-10-18T00:00:00-04:00,3.0416666666666665,3.0675416739781696,3.4895833482344947,5.038541674613953,10.409895797570547,20.991402737299595,24.697916587193806,7.380844914250903,5.585597209692936,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-17T05:00:00Z,2024-10-17T01:00:00-04:00,2024-10-18T04:00:00Z,2024-10-18T00:00:00-04:00
11.5,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-18T04:00:00Z,2024-10-18T00:00:00-04:00,2024-10-19T04:00:00Z,2024-10-19T00:00:00-04:00,2.787500003973643,3.0845833373069764,5.894791662693024,12.62708326180776,16.382291515668232,18.458708225886028,18.858333269755047,11.457436305781206,5.635421047049959,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-18T05:00:00Z,2024-10-18T01:00:00-04:00,2024-10-19T04:00:00Z,2024-10-19T00:00:00-04:00
13.3,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-19T04:00:00Z,2024-10-19T00:00:00-04:00,2024-10-20T04:00:00Z,2024-10-20T00:00:00-04:00,3.462499976158142,3.562166648308436,4.702083294590315,14.635416706403095,18.90416661898295,26.475166686375935,27.10000006357829,13.266927070087858,8.083806946068691,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-19T05:00:00Z,2024-10-19T01:00:00-04:00,2024-10-20T04:00:00Z,2024-10-20T00:00:00-04:00
19.4,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-20T04:00:00Z,2024-10-20T00:00:00-04:00,2024-10-21T04:00:00Z,2024-10-21T00:00:00-04:00,7.443749984105428,7.4514166251818335,10.84270824988683,16.48437507947286,26.999478896458943,37.19486150741577,37.33541711171468,19.402633137173122,9.723962216087427,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-20T05:00:00Z,2024-10-20T01:00:00-04:00,2024-10-21T04:00:00Z,2024-10-21T00:00:00-04:00
17.1,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-21T04:00:00Z,2024-10-21T00:00:00-04:00,2024-10-22T04:00:00Z,2024-10-22T00:00:00-04:00,13.28333330154419,13.43383330821991,14.58697921037674,16.92604164282481,19.14270830154419,21.6767361164093,21.684027671813965,17.069349783839602,2.8630455597024014,24,24:00:00,22,22:00:00,92.0,92.0,2024-10-21T05:00:00Z,2024-10-21T01:00:00-04:00,2024-10-22T02:00:00Z,2024-10-21T22:00:00-04:00
3.61,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-23T04:00:00Z,2024-10-23T00:00:00-04:00,2024-10-24T04:00:00Z,2024-10-24T00:00:00-04:00,0.2750000059604645,0.4325000045696894,1.6921875004967055,2.2354166756073632,4.306770831346512,10.2985667181015,10.940000057220459,3.607083344211181,3.6971584528855854,24,24:00:00,8,08:00:00,33.0,33.0,2024-10-23T21:00:00Z,2024-10-23T17:00:00-04:00,2024-10-24T04:00:00Z,2024-10-24T00:00:00-04:00
1.3,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-24T04:00:00Z,2024-10-24T00:00:00-04:00,2024-10-25T04:00:00Z,2024-10-25T00:00:00-04:00,0.21250000223517418,0.2220833361397187,0.5291666692743698,1.194791664679845,1.775520846247673,3.426666674613952,3.877083341280619,1.3025173659488145,0.7347316539809962,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-24T05:00:00Z,2024-10-24T01:00:00-04:00,2024-10-25T04:00:00Z,2024-10-25T00:00:00-04:00
13.3,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-25T04:00:00Z,2024-10-25T00:00:00-04:00,2024-10-26T04:00:00Z,2024-10-26T00:00:00-04:00,2.7479166785875955,2.774750004609426,4.7265625,12.213541626930237,18.64791653553645,30.403374834060667,31.077083269755047,13.309548593229719,5.027918001811167,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-25T05:00:00Z,2024-10-25T01:00:00-04:00,2024-10-26T04:00:00Z,2024-10-26T00:00:00-04:00
7.46,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-26T04:00:00Z,2024-10-26T00:00:00-04:00,2024-10-27T04:00:00Z,2024-10-27T00:00:00-04:00,1.262499988079071,1.3736666584014892,2.3083333174387612,6.82812496026357,8.960937559604645,24.47458349227904,30.770833492279053,7.457638908591535,3.627003127812972,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-26T05:00:00Z,2024-10-26T01:00:00-04:00,2024-10-27T04:00:00Z,2024-10-27T00:00:00-04:00
9.6,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-27T04:00:00Z,2024-10-27T00:00:00-04:00,2024-10-28T04:00:00Z,2024-10-28T00:00:00-04:00,2.418749968210856,2.532791649500529,2.9739583283662796,9.276041666666668,14.120312571525574,19.04291660308838,19.608333269755047,9.597222214771639,6.6170751679739865,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-27T05:00:00Z,2024-10-27T01:00:00-04:00,2024-10-28T04:00:00Z,2024-10-28T00:00:00-04:00
6.8,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-28T04:00:00Z,2024-10-28T00:00:00-04:00,2024-10-29T04:00:00Z,2024-10-29T00:00:00-04:00,3.356250007947286,3.686875017086665,4.783333321412405,7.276041706403096,8.60052086909612,9.20820826848348,9.21874992052714,6.79722223099735,2.1838395888145903,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-28T05:00:00Z,2024-10-28T01:00:00-04:00,2024-10-29T04:00:00Z,2024-10-29T00:00:00-04:00
24.6,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-29T04:00:00Z,2024-10-29T00:00:00-04:00,2024-10-30T04:00:00Z,2024-10-30T00:00:00-04:00,7.822916666666667,8.27333344300588,22.796354174613953,26.556249856948853,28.50000019868215,32.50391674995422,32.66875012715658,24.62005209591653,7.693138681127002,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-29T05:00:00Z,2024-10-29T01:00:00-04:00,2024-10-30T04:00:00Z,2024-10-30T00:00:00-04:00
27.2,,9916553,False,2,pm25,µg/m³,,1day,24:00:00,2024-10-30T04:00:00Z,2024-10-30T00:00:00-04:00,2024-10-31T04:00:00Z,2024-10-31T00:00:00-04:00,17.2229163646698,18.273249793052674,20.735416611035664,28.403125047683716,33.2151038646698,35.26579148610433,35.48333326975504,27.182031138075725,6.077533183955864,24,24:00:00,24,24:00:00,100.0,100.0,2024-10-30T05:00:00Z,2024-10-30T01:00:00-04:00,2024-10-31T04:00:00Z,2024-10-31T00:00:00-04:00
